Категория,Вуз,Адрес,e-mail,Телефон,Сайт
Транспортные,Северный (Арктический) федеральный университет имени М.В. Ломоносова,"г. Архангельск (Архангельская обл.), Северной Двины наб., д. 17",priem@narfu.ru,"(818) 221-61-07, 221-61-89",http://narfu.ru
Транспортные,Санкт-Петербургский государственный аграрный университет,"Санкт-Петербург, г. Пушкин, Петербургское шоссе, дом 2",agro@spbgau.ru,(812) 470-04-22,http://spbgau.ru/
Транспортные,Санкт-Петербургский государственный архитектурно-строительный университет,"г. Санкт-Петербург, ул. 2-я Красноармейская, д. 4",rector@spbgasu.ru,"(812) 575-05-34, 316-20-26 (приемная комиссия)",http://www.spbgasu.ru/
Транспортные,Технологический университет,"г. Королев (Московская обл.), ул. Гагарина, д. 42",fta@fta-mo.ru,"(495) 516-99-46, (916) 701-88-80, 701-99-90",http://unitech-mo.ru
Транспортные,"Санкт-Петербургский национальный исследовательский университет информационных технологий, механики и оптики","Санкт-Петербург, Кронверкский пр., д. 49",abit@cde.ifmo.ru,+7 (812) 232-97-04; (812) 457-18-58,http://www.ifmo.ru/
Транспортные,Санкт-Петербургский государственный лесотехнический университет им. С.М. Кирова,"Санкт-Петербург, Институтский пер.,д.5",public@spbftu.ru,"(812) 670-92-46, 670-92-97",http://spbftu.ru/
Транспортные,Санкт-Петербургский политехнический университет Петра Великого,"Санкт-Петербург, Политехническая, 29",office@spbstu.ru,+7 (812) 552 60 80;  +7 (812) 297 21 31 (приёмная комиссия),http://www.spbstu.ru/
Транспортные,Военно-космическая академия имени А. Ф. Можайского,"г. Санкт-Петербург, ул. Ждановская, д. 13",vka@mil.ru,"(812) 347-96-59, 347-97-70 (приемная комиссия), 230-28-15",https://vka.mil.ru/
Транспортные,Санкт-Петербургский государственный университет гражданской авиации,"Cанкт-Петербург, ул. Пилотов, 38",info@spbguga.ru,(812) 704-18-18,http://spbguga.ru/
Транспортные,Санкт-Петербургский государственный университет промышленных технологий и дизайна,"Санкт-Петербург, ул. Большая Морская, 18",priemcom@sutd.ru,(812) 315-07-47 (приёмная комиссия),http://sutd.ru/
Транспортные,Санкт-Петербургский государственный технологический институт (технический университет),"Санкт-Петербург, Московский проспект,  дом 26",office@technolog.edu.ru,+7 (812) 494-92-99; +7 (812) 316-13-12 (приёмная комиссия),http://technolog.edu.ru/
Транспортные,"Санкт-Петербургский государственный морской технический университет ""Корабелка""","Санкт-Петербург, ул. Лоцманская, д.3",office@smtu.ru,(812) 495-26-48,http://www.smtu.ru/
Транспортные,Военный инженерно-технический институт Военной академии материально-технического обеспечения имени генерала армии А. В. Хрулева,"г. Санкт-Петербург, ул. Захарьевская, д. 22",vatt-spb@mil.ru,"(812) 578-82-02, 275-51-46",http://vamto.net/
Транспортные,Петербургский государственный университет путей сообщения императора Александра I,"г. Санкт-Петербург, Московский пр-т, д. 9",dou@pgups.edu,(812) 457-82-42 (приемная комиссия),http://www.pgups.ru/
Транспортные,Государственный социально-гуманитарный университет,"г. Коломна (Московская обл.), Зеленая ул., д. 30",mgosgi-pk@mail.ru,(496) 615-13-30; 613-25-62,http://gukolomna.ru/
Транспортные,Военный институт (военно-морской) Военно-морской академии имени адмирала флота Советского Союза Н. Г. Кузнецова,"г. Санкт-Петербург, наб. Лейтенанта Шмидта, д. 17",vunc-vmf-1fil@mil.ru,"(812) 431-94-78 (центральная приемная комиссия), 408-95-75 (телефон дежурного)",https://vma.mil.ru/
Транспортные,Военный институт (железнодорожных войск и военных сообщений) Военной академии материально-технического обеспечения им. Хрулева,"г. Санкт-Петербург, г. Петродворец, ул. Суворовская, д. 1",vatt-pdv@mil.ru,(812) 450-72-26,http://vamto.net/
Транспортные,Новосибирский государственный технический университет,"г. Новосибирск (Новосибирская обл.), пр-т Карла Маркса, д. 20",pk@nstu.ru,"(383) 346-02-31, 346-35-75, 346-07-09, 315-39-56",http://nstu.ru
Транспортные,Сибирский государственный университет водного транспорта,"Новосибирск, ул. Щетинкина, 33 (главный корпус)",fdp@nsawt.ru,+7 (383) 222-12-00,http://www.ssuwt.ru/
Транспортные,Сибирский государственный университет путей сообщения,"г. Новосибирск (Новосибирская обл.), ул. Дуси Ковальчук, д. 191",public@stu.ru,"(383) 328-05-85, 328-03-06",http://www.stu.ru/
Транспортные,Новосибирский государственный аграрный университет,"г. Новосибирск (Новосибирская обл.), ул. Добролюбова, д. 160",pk@nsau.edu.ru,"(383) 347-41-14, 267-38-04, 264-16-78",http://nsau.edu.ru/
Транспортные,Казанский (Приволжский) федеральный университет,"г. Казань, ул. Кремлевская, д.18",public.mail@kpfu.ru,(843) 233-71-09,http://kpfu.ru/
Транспортные,Казанский национальный исследовательский технологический университет,"Казань, ул.К.Маркса, 68",office@kstu.ru; priem@kstu.ru (ПК),+7 (843) 231-42-00; +7 (843) 236-78-33 (ПК),http://www.kstu.ru/
Транспортные,Казанский государственный аграрный университет,"г. Казань (Татарстан респ.), ул. Карла Маркса, д. 65",info@kazgau.ru,(843) 236-65-22,http://www.kazgau.ru
Транспортные,Казанский государственный архитектурно-строительный университет,"г. Казань (Татарстан респ.), ул. Зеленая, д. 1",info@ksaba.ru,(843) 510-46-01,http://www.kgasu.ru
Транспортные,Уральский федеральный университет имени первого Президента России Б. Н. Ельцина,"г. Екатеринбург (Свердловская обл.), ул. Мира, д. 19",priem@urfu.ru,"8-800-100-50-44, +7 (343) 375-44-44, звонок по России бесплатный",http://urfu.ru/
Транспортные,Уральский государственный экономический университет,"г. Екатеринбург (Свердловская обл.), ул. 8 Марта, д. 62",pr-com@usue.ru,"(343) 257-91-40, 257-02-27, 257-07-38",http://www.usue.ru
Транспортные,Уральский государственный лесотехнический университет,"г. Екатеринбург, Сибирский тракт, д. 37",rector@usfeu.ru; u2007u@ya.ru (ПК),343 254-65-06; (343) 254 63 06 (ПК),http://www.usfeu.ru/
Транспортные,Уральский государственный аграрный университет,"г. Екатеринбург, ул. Карла Либкнехта, 42",academy@usaca.ru; pk-usaca@mail.ru (ПК),"(343) 371-33-63, (343) 371-03-61",http://urgau.ru/
Транспортные,Уральский государственный горный университет,"г. Екатеринбург, ул. Куйбышева, 30",office@ursmu.ru; pk@ursmu.ru (ПК),(343) 257-65-55; (344) 344-83-54; (343) 257-65-55 (ПК),http://www.ursmu.ru/
Транспортные,Уральский государственный университет путей сообщения,"г. Екатеринбург (Свердловская обл.), ул. Колмогорова, д. 66",abitur@usurt.ru,"(343) 221-24-44, 221-25-25 (приемная комиссия)",http://www.usurt.ru
Транспортные,Нижегородский государственный технический университет им. Р.Е. Алексеева,"г. Нижний Новгород (Нижегородская обл.), ул. Минина, д. 24",priem@nntu.nnov.ru,"(831) 436-73-43, 220-15-96, 436-94-75",http://www.nntu.ru
Транспортные,Волжский государственный университет водного транспорта,"г. Нижний Новгород (Нижегородская обл.), ул. Нестерова, д. 5а",abitur@vsuwt.ru,"(831) 419-78-14, (831) 419-79-24",http://www.vsuwt.ru/
Транспортные,Нижегородский государственный педагогический университет им. Козьмы Минина,"г. Нижний Новгород, ул. Ульянова, д. 1",mininuniver@mininuniver.ru; ezakablu@mininuniver.ru,+7 (831) 262-20-59,http://www.mininuniver.ru/
Транспортные,Южно-Уральский государственный университет (национальный исследовательский университет),"г. Челябинск (Челябинская обл.), пр-т им. В.И. Ленина, д. 76",prkom@susu.ac.ru,"(351) 267-94-52, 8(800) 300-00-55",http://susu.ac.ru
Транспортные,Магнитогорский государственный технический университет им. Г.И. Носова,"г. Магнитогорск (Челябинская обл.), пр-т Ленина, д. 38",mgtutest@magtu.ru,(3519) 29-84-02; (3519) 23-57-59,http://www.magtu.ru
Транспортные,Южно-Уральский государственный аграрный университет,"г. Троицк (Челябинская обл.), ул. Гагарина, д. 13",tvi_t@mail.ru,(351) 632-58-42,"
Сайт
юургау.рф"
Транспортные,Южно-Уральский технологический университет,"г. Челябинск (Челябинская обл.), ул. Комаровского, д. 9а",contact@inueco.ru,"(351) 726-22-11, 731-01-10",http://inueco.ru
Транспортные,Омский государственный университет путей сообщения,"г. Омск (Омская обл.), пр-т Карла Маркса, д. 35",omgups@omgups.ru,"(3812) 31-42-19, 31-06-22",http://www.omgups.ru
Транспортные,Сибирский государственный автомобильно-дорожный университет,"г. Омск (Омская обл.), пр-т Мира, д. 5",info@sibadi.org,"(3812) 65-98-81, 65-99-88",http://www.sibadi.org
Транспортные,Омский государственный аграрный университет им. П.А. Столыпина,"г. Омск, Институтская площадь, д. 1",adm@omgau.ru,(3812) 65-11-46; (3812) 65-53-44 (ПК),http://www.omgau.ru/
Транспортные,Тольяттинский государственный университет,"г. Тольятти (Самарская обл.), ул. Фрунзе, д. 2г",office@tltsu.ru,"(8482) 53-92-47, 50-11-00",http://www.tltsu.ru
Транспортные,Самарский национальный исследовательский университет имени академика С.П. Королева,"г. Самара (Самарская обл.), Московское ш., д. 34",ssau@ssau.ru,"(846) 335-18-26, 334-76-05, 267-48-67",http://www.ssau.ru
Транспортные,Самарская государственная сельскохозяйственная академия,"г. Кинель (Самарская обл.), п. Усть-Кинельский, ул. Учебная, д. 2",ssaa@samara.ru,"(84663) 46-8-72, 46-2-42",http://www.ssaa.ru/
Транспортные,Самарский государственный технический университет,"г. Самара (Самарская обл.), ул. Молодогвардейская, д. 244",postman@samgtu.ru,(846) 278-43-11,http://www.samgtu.ru
Транспортные,Поволжский государственный университет сервиса,"г. Тольятти (Самарская обл.), ул. Гагарина, д. 4",office@tolgas.ru,(8482) 22-22-83,http://www.tolgas.ru/
Транспортные,Южно-Российский государственный политехнический университет им. М.И. Платова,"г. Новочеркасск (Ростовская обл.), ул. Просвещения, д. 132",pku@npi-tu.ru,"(8635) 25-57-79, 25-51-79",http://www.npi-tu.ru
Транспортные,Донской государственный технический университет,"г. Ростов-на-Дону (Ростовская обл.), пл. Гагарина, д. 1",reception@donstu.ru,"(863) 273-85-66, 238-17-00, 273-85-11",http://www.donstu.ru
Транспортные,Ростовский государственный университет путей сообщения,"г. Ростов-на-Дону (Ростовская обл.), пл. Ростовского Стрелкового Полка Народного Ополчения, д. 2",prkom@rgups.ru,"(863) 255-31-61, 245-37-13",http://www.rgups.ru
Транспортные,Уфимский государственный нефтяной технический университет,"г. Уфа (Башкортостан респ., Уфимский р-н), ул. Первомайская, д. 44",pkugntu@mail.ru,"(347) 242-08-59, 243-14-19",http://rusoil.net/
Транспортные,Башкирский государственный университет,"г. Уфа (Башкортостан респ., Уфимский р-н), ул. Заки Валиди, д. 32",abiturient-bsu@yandex.ru,(347) 229-97-21,http://www.bashedu.ru
Транспортные,Уфимский государственный авиационный технический университет,"г. Уфа (Башкортостан респ., Уфимский р-н), ул. К. Маркса, д. 12",abit@ugatu.su,(347) 272-63-07,http://www.ugatu.ac.ru
Транспортные,Башкирский государственный аграрный университет,"г. Уфа (Башкортостан респ., Уфимский р-н), ул. 50-летия Октября, д. 34",prkombgau@mail.ru,"(347) 248-27-56, 228-07-19",http://www.bsau.ru/
Транспортные,Сибирский федеральный университет,"г. Красноярск (Красноярский край), Свободный пр-т, д. 79",rector@sfu-kras.ru,"(391) 244-82-13, 249-72-66",http://www.sfu-kras.ru
Транспортные,Красноярский государственный аграрный университет,"г. Красноярск (Красноярский край), ул Елены Стасовой, д. 44",info@kgau.ru,"(391) 227-36-09, 247-21-35",http://www.kgau.ru
Транспортные,Пермский военный институт войск национальной гвардии Российской Федерации,"г. Пермь, ул. Гремячий Лог, 1",PVIPRIEM@MAIL.RU,"8 (342) 270-39-39, 270-39-37",http://пвивнг.рф
Транспортные,Кубанский государственный аграрный университет,"г. Краснодар, ул. Калинина, 13",mail@kubsau.ru,(861) 221-59-42; (861) 221-58-18 (ПК),http://kubsau.ru/
Транспортные,Государственный морской университет им. адм. Ф.Ф. Ушакова,"г. Новороссийск, пр-т Ленина, 93",mail@nsma.ru; tonkonog@nsma.ru (ПК),(8617) 71-75-25; (8617) 71-63-03 (ПК),http://www.aumsu.ru/
Транспортные,Кубанский государственный технологический университет,"г. Краснодар (Краснодарский край), ул. Московская, д. 2",adm@kgtu.kuban.ru,"(861) 255-25-32 (пр. комиссия), 255-84-01, 255-03-85",http://kubstu.ru
Транспортные,Пермский национальный исследовательский политехнический университет,"г. Пермь (Пермский край), Комсомольский пр-т, д. 29",enter@pstu.ru,(342) 219-80-65,http://pstu.ru
Транспортные,Ижевский государственный технический университет им. М.Т. Калашникова,"г. Ижевск, ул. Студенческая, д. 7",info@istu.ru; pk@istu.ru (ПК),"(3412) 58-53-58, (3412) 77-60-55; (3412) 58-38-89 (ПК)",http://www.istu.ru/
Транспортные,Воронежский государственный технический университет,"г. Воронеж (Воронежская обл.), Московский пр-т, д. 14",pk@vorstu.ru,(473) 246-40-67,https://cchgeu.ru
Транспортные,Воронежский государственный университет инженерных технологий,"г. Воронеж, проспект Революции, д. 19",post@vsuet.ru; priem@vsuet.ru (ПК),(473) 255-42-67; (473) 255-28-35 (ПК),http://www.vsuet.ru/
Транспортные,Воронежский государственный аграрный университет им. императора Петра I,"г. Воронеж, ул. Мичурина, 1",rector@vsau.ru; entrance@vsau.ru (ПК),(473) 253-86-51; (473) 253 78 74 (ПК),http://www.vsau.ru/
Транспортные,Воронежский государственный лесотехнический университет имени Г. Ф. Морозова,"г. Воронеж, ул. Тимирязева, д. 8",vglta@vglta.vrn.ru; prcom@vglta.vrn.ru (ПК),(473) 253-78-47; (473) 253-71-08 (ПК),http://www.vglta.vrn.ru/
Транспортные,Военно-воздушная академия им. проф. Н.Е. Жуковского и Ю.А. Гагарина,"г. Воронеж, ул. Старых Большевиков, 54 «А»",vaiu@mil.ru,(473) 226-47-52,http://академия-ввс.рф
Транспортные,Волгоградский государственный технический университет,"г. Волгоград (Волгоградская обл.), пр-т им. Ленина, д. 28",prk@vstu.ru,"(8442) 23-22-92, 23-00-76",http://www.vstu.ru/
Транспортные,Саратовский государственный технический университет им. Гагарина Ю.А.,"Саратов, ул. Политехническая, 77; г. Саратов, ул. Б. Садовая, 127 (ПК)",sstu_office@sstu.ru,(8452) 99-86-03; (8452) 99-86-65 (ПК),http://www.sstu.ru/
Транспортные,Саратовский государственный аграрный университет им. Н.И. Вавилова,"г. Саратов, Театральная пл., 1",rector@sgau.ru; pk@sgau.ru (ПК),(8452) 233292; (8452) 26-50-78 (ПК),http://www.sgau.ru/
Транспортные,Иркутский государственный аграрный университет им. А.А. Ежевского,"г. Иркутск (Иркутская обл.), Молодежный пос, д.1/1",priem@igsha.ru,"(3952) 66-31-55 , 66-41-55, 23-73-15",http://www.igsha.ru/
Транспортные,Братский государственный университет,"г. Братск (Иркутская обл.), ул. Макаренко, д. 40",cpk@brstu.ru,"(3953) 33-27-35, 32-53-14",http://brstu.ru/
Транспортные,Тюменский индустриальный университет,"г. Тюмень (Тюменская обл.), ул. Республики, д. 47",priemcom@tsogu.ru,(3452) 68-57-66 (приемная комиссия),http://www.tyuiu.ru/
Транспортные,Алтайский государственный аграрный университет,"Барнаул, пр-т Красноармейский, 98",rector@asau.ru; primcom@asau.ru (ПК),(3852) 62-80-46; (3852) 62-83-52 (ПК),http://www.asau.ru/
Транспортные,Ангарский государственный технический университет,"Ангарск, ул. Чайковского, д. 60",priem@angtu.ru (ПК),(3955) 67-18-32; (3955) 67-34-17 (ПК),http://angtu.ru/
Транспортные,Алтайский государственный технический университет им. И.И. Ползунова,"г. Барнаул (Алтайский край), пр-т Ленина, д. 46",altgtu@list.ru,(3852) 29-07-10 ; 29-07-06,http://www.altstu.ru
Транспортные,Дальневосточный федеральный университет,"Владивосток, о. Русский, поселок Аякс - 10",rectorat@dvfu.ru; priem@dvfu.ru (ПК),(423) 265-24-29; (423) 243-34-72; (800) 555-0-888 (ПК),https://www.dvfu.ru
Транспортные,Дальневосточный государственный технический рыбохозяйственный университет,"Владивосток, ул. Луговая, 52Б; Владивосток, ул. Светланская, 27 (ПК)",festfu@mail.ru; cpddvgtru@mail.ru (ПК),(423) 244-03-06; (423) 226-04-18,http://dalrybvtuz.ru/
Транспортные,Владивостокский государственный университет экономики и сервиса,"Владивосток, ул. Гоголя, 41",rector@vvsu.ru; abiturient@vvsu.ru (ПК),"(423) 240-42-89; (423) 240-40-23, 240-41-80 (ПК)",http://www.vvsu.ru/
Транспортные,Морской государственный университет им. адм. Г.И. Невельского,"Владивосток, ул. Верхнепортовая, д. 50а",office@msun.ru; abiturient@msun.ru (ПК),(423) 230-12-51; (423) 230-12-50 (ПК),http://www.msun.ru/
Транспортные,Дальневосточный институт коммуникаций,"Владивосток, ул. Каплунова, 7",feic@mail.ru,"(423) 261-16-33, 253-40-34",http://dvik.info/
Транспортные,Ярославский государственный технический университет,"Ярославль, Московский просп., д. 88",rector@ystu.ru; priem@ystu.ru (ПК),(4852) 44-15-30; (4852) 44–17–39 (ПК),http://www.ystu.ru/
Транспортные,Дагестанский государственный аграрный университет имени М.М. Джамбулатова,"г. Махачкала (Дагестан респ.), ул. М. Гаджиева, д. 180",dgsha@list.ru,(8722) 69-35-25,http://даггау.рф
Транспортные,Томский государственный университет систем управления и радиоэлектроники,"г. Томск (Томская обл.), пр-т Ленина, д. 40",onir@main.tusur.ru,"(3822) 90-01-00, 8(800) 775-90-25",http://www.tusur.ru
Транспортные,Томский государственный архитектурно-строительный университет,"г. Томск (Томская обл.), Соляная пл., д. 2",rector@tsuab.ru,(3822) 65-39-30,http://www.tsuab.ru
Транспортные,Оренбургский государственный университет,"г. Оренбург (Оренбургская обл.), пр-т Победы, д. 13",post@mail.osu.ru,"(3532) 77-66-72, 37-25-55 (многоканальный)",http://www.osu.ru
Транспортные,Рязанский государственный агротехнологический университет им. П.А. Костычева,"Рязань, ул. Костычева, д.1",university@rgatu.ru; priem@rgatu.ru,(4912) 35-88-31; (4912) 35-10-56 (ПК),http://www.rgatu.ru/
Транспортные,Кемеровский государственный университет,"Кемерово, ул. Красная, 6",rector@kemsu.ru; priem@kemsu.ru (ПК),(3842) 58-38-85; (3842) 58-39-12,http://www.kemsu.ru/
Транспортные,Кузбасский государственный технический университет,"г. Кемерово (Кемеровская обл.), Весенняя ул., д. 28",priem@kuzstu.ru,"(3842) 58-30-14, 58-67-91",http://www.kuzstu.ru/
Транспортные,Кузбасской государственной сельскохозяйственной академии,"Кемерово, ул. Марковцева, 5",ksai@ksai.ru; opdop@ksai.ru (ПК),(3842) 73-43-59; (3842) 73-51-35 (ПК),http://www.ksai.ru/
Транспортные,Современный технический институт,"г. Рязань (Рязанская обл.), ул. Новоселов, д. 35а",sti107@yandex.ru,(4912) 30-06-30,http://www.stirzn.ru
Транспортные,Астраханский государственный технический университет,"Астрахань, ул. Татищева, 16",astu@astu.org; astu-cdo@yandex.ru (ПК),"(8512) 61-43-00; (8512) 61-41-45, 61-41-37 (ПК)",http://www.astu.org/
Транспортные,Вятская государственная сельскохозяйственная академия,"г. Киров (Кировская обл.), Октябрьский пр-т, д. 133",priem@vgsha.info,"(8332) 57-43-21, 54-84-88",http://www.vgsha.info
Транспортные,Пензенский государственный университет архитектуры и строительства,"г. Пенза (Пензенская обл.), ул. Германа Титова, д. 28",office@pguas.ru,(8412) 49-72-77,http://www.pguas.ru
Транспортные,Пензенский государственный аграрный университет,"г. Пенза (Пензенская обл.), ул.Ботаническая 30",penz_gau@mail.ru,+7(8412) 62-81-34,https://pgau.ru/
Транспортные,Балтийский федеральный университет имени Иммануила Канта,"г. Калининград (Калининградская обл.), ул. Александра Невского, д. 14",abiturient@kantiana.ru,"(4012) 595-596, 466-422",http://www.kantiana.ru/
Транспортные,Калининградский государственный технический университет,"г. Калининград (Калининградская обл.), Советский пр-т, д. 1",pk@klgtu.ru,(4012) 99-59-95,http://www.klgtu.ru
Транспортные,Северо-Кавказский федеральный университет,"г. Ставрополь (Ставропольский край), ул. Пушкина, д. 1",info@ncfu.ru,"(8652) 95-68-13 (приемная комиссия), (800) 200-64-76 (контакт-центр)",http://www.ncfu.ru
Транспортные,Ставропольский государственный аграрный университет,"г. Ставрополь (Ставропольский край), Зоотехнический пер., д. 12",inf@stgau.ru,"(8652) 35-22-82, 35-22-83",http://www.stgau.ru
Транспортные,Невинномысский государственный гуманитарно-технический институт,"г. Невинномысск (Ставропольский край), б-р Мира, д. 17",info@nggti.ru,"(86554) 9-67-71, 7-12-71",http://нггти.рф/
Транспортные,Пензенский государственный технологический университет,"Пенза, проезд Байдукова/ул. Гагарина, д. 1а/11",rector@penzgtu.ru,(8412) 49-54-41; (8412) 49-62-27 (ПК),http://www.penzgtu.ru
Транспортные,Смоленская государственная сельскохозяйственная академия,"г. Смоленск (Смоленская обл.), ул. Б. Советская, д. 10/2",priemsgsha@mail.ru,"(481) 268-90-54, 238-75-98",http://www.sgsha.ru/
Транспортные,Белгородский государственный технологический университет им. В.Г. Шухова,"г. Белгород (Белгородская обл.), ул. Костюкова, д. 46",rector@intbel.ru,"(4722) 54-20-87, 55-41-03, 30-99-07",http://www.bstu.ru
Транспортные,Оренбургский филиал Российского государственного университета нефти и газа им. И.М. Губкина,"г. Оренбург (Оренбургская обл.), ул. Юных Ленинцев, д. 20",priem@orengubkin.ru,"(3532) 62-94-25, 62-20-93",http://oren.gubkin.ru/
Транспортные,Смоленский филиал Национального исследовательского университета «МЭИ»,"г. Смоленск (Смоленская обл.), Энергетический пр., д. 1",otborcom@sbmpei.ru,"(481) 238-37-11, 239-11-56",http://www.sbmpei.ru
Транспортные,Выксунский филиал Национального исследовательского технологического университета «МИСиС»,"Выксунский р-н (Нижегородская обл.), р.п. Шиморское, ул. Калинина, д. 206",vfmisis@misis.ru,"(83177) 4-13-34, 4-08-73",http://вфмисис.рф
Транспортные,Новотроицкий филиал Национального исследовательского технологического университета «МИСиС»,"г. Новотроицк (Оренбургская обл.), ул. Фрунзе, д. 8",pk-nfmisis@yandex.ru,"(3537) 67-97-29, 67-96-17 (приемная комиссия)",http://nf.misis.ru/
Транспортные,Старооскольский технологический институт им. А.А. Угарова (филиал) Национального исследовательского технологического университета «МИСиС»,"г. Старый Оскол (Белгородская обл.), мкр. Макаренко, д. 42",direktor@sti-misis.ru,"(4725) 32-43-61, 45-12-12 (приемная комиссия)",http://sf-misis.ru
Транспортные,Воронежский филиал Ростовского государственного университета путей сообщения,"г. Воронеж (Воронежская обл.), ул Урицкого д.75а",voronezh@rgups.ru,+7 473 265-23-03,http://vfrgups.ru/
Транспортные,Новомосковский институт (филиал) Российского химико-технологического университета имени Д.И. Менделеева,"г. Новомосковск (Тульская обл., Новомосковский р-н), ул. Дружбы, д. 8",director@dialog.nirhtu.ru,(48762) 4-55-19,http://www.nirhtu.ru
Транспортные,Бронницкий филиал Московского автомобильно-дорожного государственного технического университета,"г. Бронницы (Московская обл.), ул. Ново-Бронницкая, д. 50",priem@bronmadi.ru,(496) 466-93-97,http://www.bronmadi.ru/view_doc.html?mode=home
Транспортные,Волжский филиал Московского автомобильно-дорожного государственного технического университета,"г. Чебоксары (Чувашская респ.), пр-т Тракторостроителей, д. 101, корп. 30",priemvfmadi@mail.ru,8-987-661-96-97,http://www.vf.madi.ru/
Транспортные,Махачкалинский филиал Московского автомобильно-дорожного государственного технического университета,"г. Махачкала (Дагестан респ.), пр. Акушинского, д. 13",prmfmadi@mail.ru,"(8722) 51-67-47, 51-67-43",http://www.mfmadi.ru
Транспортные,Северо-Кавказский филиал Московского автомобильно-дорожного государственного технического университета,"г. Лермонтов (Ставропольский край), ул. Промышленная, д. 20",skf_madi@rambler.ru,"(87935) 3-78-73, 3-78-47",http://www.skfmadi.ru
Транспортные,Иркутский филиал Московского государственного технического университета гражданской авиации,"г. Иркутск (Иркутская обл.), ул. Коммунаров, д. 3",post_office@if-mstuca.ru,"(3952) 20-33-22, 54-44-02",http://if-mstuca.ru
Транспортные,Ростовский филиал Московского государственного технического университета гражданской авиации,"г. Ростов-на-Дону (Ростовская обл.), ул. Шолохова, д. 262в",office@rfmstuca.ru,"(863) 250-87-42, 250-87-58, 250-87-56",http://www.rfmstuca.ru
Транспортные,Нижнетагильский технологический институт (филиал) Уральского федерального университета имени первого Президента России Б.Н. Ельцина,"г. Нижний Тагил (Свердловская обл.), Красногвардейская ул., д. 59",nti@ntiustu.ru,"(3435) 25-65-55, 25-65-00",http://nti.urfu.ru/
Транспортные,Политехнический институт (филиал) Уральского федерального университета имени первого Президента России Б.Н. Ельцина в г. Каменске-Уральском,"г. Каменск-Уральский (Свердловская обл.), ул. Ленина, д. 34",k-uralsk@urfu.ru,(3439) 32-23-57,http://upi.kamensktel.ru/
Транспортные,Филиал Уральского федерального университета имени первого Президента России Б.Н. Ельцина в г. Верхняя Салда,"г. Верхняя Салда (Свердловская обл., Верхнесалдинский р-н), ул. Рабочей молодежи, д. 1",fupi_vs@e1.ru,"(34345) 2-03-60, 5-01-73, 2-47-34",http://urfu.vsalde.ru/
Транспортные,Нижневартовский филиал Южно-Уральского государственного университета (национальный исследовательский университет),"г. Нижневартовск (Ханты-Мансийский АО), ул. Мира, д. 9",comm@susu-nv.ru,(3466) 27-25-30,http://www.susu-nv.ru/
Транспортные,Филиал в г. Миассе Южно-Уральского государственного университета (национальный исследовательский университет),"г. Миасс (Челябинская обл.), пр. Октября, д. 16",abit_miass@susu.ru,+7 (3513) 53-11-73,https://www.miass.susu.ru/
Транспортные,Серпуховской филиал Военной академии ракетных войск стратегического назначения им. Петра Великого Министерства обороны Российской Федерации,"г. Серпухов (Московская обл.), Бригадная ул., д. 17",varvsn-serp@mil.ru,(4967) 72-19-11 (коммуникатор),https://serpukhov.varvsn.mil.ru/
Транспортные,Саяно-Шушенский филиал Сибирского федерального университета,"г. Саяногорск (Хакасия респ.), пгт. Черемушки, д. 46",ilialsfu@bk.ru,(39042) 3‒40‒61,http://www.shf-sfu.ru
Транспортные,Хакасский технический институт Сибирского федерального университета,"г. Абакан (Хакасия респ.), ул. Щетинкина, д. 27, корп. А",khti@khakassia.ru,(3902) 22-53-55,http://www.khti.ru
Транспортные,Дмитровский институт непрерывного образования Государственного университета «Дубна»,"г. Дмитров (Московская обл., Дмитровский р-н), мкр. ДЗФС, д.23",dmitrovdpk@gmail.com,(495) 993-76-18,http://www.dmitrov-dubna.ru
Транспортные,Котласский филиал ГУМРФ им. Макарова,"г. Котлас (Архангельская обл., Котласский р-н), ул. Володарского, д. 115",mail@kfspguwc.ru,"(8183) 73-39-31, 3-39-82",http://www.kfspbuwc.ru
Транспортные,Оренбургский институт путей сообщения Самарского государственного университета путей сообщения,"г. Оренбург (Оренбургская обл.), пр-д Коммунаров, д. 18",samaps@yandex.ru,(3532) 74-23-51 (приемная комиссия),http://origt.ru
Транспортные,Смоленский областной казачий институт промышленных технологий и бизнеса (филиал МГУТУ),"Смоленская область, г. Вязьма, ул. Ленина, 77",vyazma@vfmgutu.ru,(48131) 2-51-31,http://www.vfmgutu.ru
Транспортные,Башкирский институт технологий и управления (филиал МГУТУ),"Республика Башкортостан, г. Мелеуз, ул. Смоленская, д.34",mail@mfmgutu.ru,8 (34764) 3-07-72,http://www.mfmgutu.ru/
Транспортные,Новосибирский технологический институт (филиал РГУ им. Косыгина),"Новосибирск, ул. Красный проспект, 35",abitura@ntirgu.ru,(383) 222-20-65 (ПК),http://www.ntirgu.ru/
Транспортные,Балтийская государственная академия рыбопромыслового флота Калининградского государственного технического университета,"г. Калининград (Калининградская обл.), ул. Молодежная, д. 6",abiturient@bga.gazinter.net,"(4012) 92-51-62, 92-51-63",http://bgarf.ru
Транспортные,Невинномысский технологический институт (филиал) Северо-Кавказского федерального университета,"г. Невинномысск (Ставропольский край), ул. Гагарина, д. 1",selcom@ncfu.ru,8 (8652) 95‑68‑13,http://nti.ncfu.ru/
