;Регион;Город;Вуз;Номер;Сайт;Почта;Студенты;Средний балл;Общая информация
863;Рязанская область;Рязань;Московский государственный институт культуры — филиал в г. Рязань;;;;509;84.33;Рязанский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный институт культуры»
864;Самарская область;Самара;Самарский государственный университет путей сообщения;+78462624112;http://www.samgups.ru;rektorat@samgups.ru;6424;55.86;Федеральное государственное бюджетное образовательное учреждение высшего образования «Самарский государственный университет путей сообщения»
865;Самарская область;Самара;Самарский национальный исследовательский университет им. С.П. Королева;+78462674370;http://ssau.ru;ssau@ssau.ru;14283;74.15;Федеральное государственное автономное образовательное учреждение высшего образования «Самарский национальный исследовательский университет имени академика С.П. Королева»
866;Самарская область;Самара;Самарский государственный социально-педагогический университет;+78462074400;http://www.pgsga.ru;rectorat@sgspu.ru;6582;73.55;Федеральное государственное бюджетное образовательное учреждение высшего образования «Самарский государственный социально-педагогический университет»
867;Самарская область;Самара;Самарский государственный экономический университет;+78469338888;http://www.sseu.ru;ecun@sseu.ru;8367;80.92;Федеральное государственное бюджетное образовательное учреждение высшего образования «Самарский государственный экономический университет»
868;Самарская область;Самара;Самарский государственный технический университет;+78462784311;http://samgtu.ru;rector@samgtu.ru;17451;65.59;Федеральное государственное бюджетное образовательное учреждение высшего образования «Самарский государственный технический университет»
869;Самарская область;Самара;Поволжский государственный университет телекоммуникаций и информатики;+78463335856;http://www.psuti.ru;priem@psati.ru;3949;68.22;Федеральное государственное бюджетное образовательное учреждение высшего образования «Поволжский государственный университет телекоммуникаций и информатики»
870;Самарская область;Самара;Самарский государственный медицинский университет;+78463321634;http://www.samsmu.ru;info@samsmu.ru;5931;80.31;Федеральное государственное бюджетное образовательное учреждение высшего образования «Самарский государственный медицинский университет» Министерства здравоохранения Российской Федерации
871;Самарская область;Самара;Московский городской педагогический университет — филиал в г. Самара;+78469325035;http://samara.mgpu.ru;samara@mgpu.ru;2057;71.64;Самарский филиал Государственного автономного образовательного учреждения высшего образования города Москвы «Московский городской педагогический университет»
872;Самарская область;Самара;Международный институт рынка;+78462664646;http://www.imi-samara.ru;imi@imi-samara.ru;2088;51;Автономная некоммерческая организация высшего образования Самарский университет государственного управления Международный институт рынка
873;Самарская область;Самара;Самарский государственный институт культуры;+78463327654;http://www.smrgaki.ru;mail@smrgaki.ru;1470;72.39;Федеральное государственное бюджетное образовательное учреждение высшего образования «Самарский государственный институт культуры»
874;Самарская область;Самара;Самарская гуманитарная академия;+78469262640;http://www.samgum.ru;saga@samgum.ru;813;;Частное образовательное учреждение высшего образования «Самарская гуманитарная академия»
875;Самарская область;Самара;Самарский юридический институт ФСИН РФ;+78462056701;http://www.sui.fsin.su;inst@samlawin.ru;;;Федеральное казенное образовательное учреждение высшего образования «Самарский юридический институт Федеральной службы исполнения наказаний»
876;Самарская область;Самара;Самарская государственная областная академия (Наяновой);+78462001010;http://www.nayanova.edu;mnu@nayanova.edu;316;66.9;Государственное бюджетное образовательное учреждение высшего образования Самарской области «Самарская государственная областная академия (Наяновой)»
877;Самарская область;Самара;Медицинский университет Реавиз;;http://www.reaviz.ru;mail@reaviz.ru;2330;68.62;Частное учреждение образовательная организация высшего образования «Медицинский университет «Реавиз»
878;Самарская область;Кинель;Самарский государственный аграрный университет;+78462481841;http://www.ssaa.ru;ssaa-samara@mail.ru;4239;55.39;Федеральное государственное бюджетное образовательное учреждение высшего образования «Самарский государственный аграрный университет»
879;Самарская область;Сызрань;Самарский государственный технический университет — филиал в г. Сызрань;+78464986068;http://sstu.syzran.ru;nauka@sstu.syzran.ru;853;55.31;Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Самарский государственный технический университет» в г. Сызрани
880;Самарская область;Сызрань;Самарский государственный экономический университет — филиал в г. Сызрань;+78464993550;http://www.sseu.ru/filial/filial;syzran@sseu.ru;831;;Сызранский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Самарский государственный экономический университет»
881;Самарская область;Тольятти;Поволжский государственный университет сервиса;+78482263538;http://www.tolgas.ru;office@tolgas.ru;2909;67.48;Федеральное государственное бюджетное образовательное учреждение высшего образования «Поволжский государственный университет сервиса»
882;Самарская область;Тольятти;Тольяттинский государственный университет;+78482539247;http://www.tltsu.ru;office@tltsu.ru;13899;61.19;Федеральное государственное бюджетное образовательное учреждение высшего образования «Тольяттинский государственный университет»
883;Самарская область;Тольятти;Тольяттинская академия управления;+78482607100;http://taom.ru;info@taom.ru;260;67.7;Частное образовательное учреждение высшего образования «Тольяттинская академия управления»
884;Самарская область;Тольятти;Волжский университет им. В.Н. Татищева;+78482487611;http://vuit.ru;info@vuit.ru;673;;Образовательная автономная некоммерческая организация высшего образования «Волжский университет имени В.Н. Татищева» (институт)
885;Самарская область;Тольятти;Поволжский православный институт им. Святителя Алексия;+78482351013;http://www.pravinst.ru;ofice@pravinst.ru;449;59.29;Автономная некоммерческая организация высшего образования «Поволжский православный институт имени Святителя Алексия, митрополита Московского»
886;Саратовская область;Саратов;Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Саратов;+78002348464;http://piu.ranepa.ru;piuis@piuis.ru;5016;75.64;Поволжский институт управления имени П.А. Столыпина - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»
887;Саратовская область;Саратов;Российский экономический университет им. Г.В. Плеханова — филиал в г. Саратов;+78452211788;http://www.seun.ru;seun@ssea.runnet.ru;4485;77.74;Саратовский социально-экономический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Российский экономический университет имени Г.В. Плеханова»
888;Саратовская область;Саратов;Саратовский государственный технический университет им. Ю.А. Гагарина;+78452998603;http://www.sstu.ru;sstu_office@sstu.ru;10821;63.63;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный технический университет имени Гагарина Ю.А.»
889;Саратовская область;Саратов;Саратовский государственный университет им. Н.Г. Чернышевского;+78452261696;http://www.sgu.ru;rector@sgu.ru;17897;67.99;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский национальный исследовательский государственный университет имени Н.Г. Чернышевского»
890;Саратовская область;Саратов;Саратовская государственная консерватория им. Л.В. Собинова;+78452230503;http://www.sarcons.ru;sgk@freeline.ru;508;73.62;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовская государственная консерватория имени Л.В. Собинова»
891;Саратовская область;Саратов;Саратовский государственный аграрный университет им. Н.И. Вавилова;+78452233292;http://www.sgau.ru;rector@sgau.ru;8540;58.25;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный аграрный университет имени Н.И. Вавилова»
892;Саратовская область;Саратов;Саратовский государственный медицинский университет им. В.И. Разумовского;+78452273370;http://www.sgmu.ru;meduniv@sgmu.ru;6708;80.52;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный медицинский университет имени В.И. Разумовского» Министерства здравоохранения Российской Федерации
893;Саратовская область;Саратов;Саратовская государственная юридическая академия;+78452299248;http://www.sgap.ru;post@ssla.ru;12481;82.2;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовская государственная юридическая академия»
894;Саратовская область;Саратов;Всероссийский государственный университет юстиции — филиал в г. Саратов;+78452574744;http://saratov2.rpa-mu.ru;sarrpa@rambler.ru;517;75;Поволжский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)» в г. Саратове
895;Саратовская область;Саратов;Саратовский военный институт войск национальной гвардии РФ;+78452670551;http://svivng.ru;info@svivv.ru;;;Федеральное государственное казенное военное образовательное учреждение высшего образования «Саратовский военный ордена Жукова Краснознаменный институт войск национальной гвардии Российской Федерации»
896;Саратовская область;Балаково;Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Балаково;+78453441371;http://blk.ranepa.ru;inf.ranhigs.bf@gmail.com;1104;;Балаковский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»
897;Саратовская область;Балаково;Саратовская государственная юридическая академия — филиал в г. Балаково;+78453444049;http://www.balakovo.sgap.ru;sgap-balakovo@list.ru;413;71.7;Балаковский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Саратовская государственная юридическая академия»
898;Саратовская область;Балашов;Саратовский государственный университет им. Н.Г. Чернышевского — филиал в г. Балашов;+78454540496;http://www.sgu.ru/structure/bisgu;mail@bfsgu.ru;1660;63.55;Балашовский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Саратовский национальный исследовательский государственный университет имени Н.Г. Чернышевского»
899;Саратовская область;Вольск;Военная академия материально-технического обеспечения им. А.В. Хрулева — филиал в г. Вольск;+78459371113;http://vamto.net/filials/VFVAMTO/;vatt-v@mil.ru;;;Филиал федерального государственного казенного военного образовательного учреждения высшего образования «Военная академия материально-технического обеспечения имени генерала армии А.В.Хрулева» Министерства обороны Российской Федерации в г. Вольске
900;Саратовская область;Энгельс;Саратовский государственный технический университет им. Ю.А. Гагарина — филиал в г. Энгельс;+78453953553;http://techn.sstu.ru;eti@techn.sstu.ru;914;60;Энгельсский технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Саратовский государственный технический университет имени Гагарина Ю.А.»
901;Саратовская область;Энгельс;Российский университет кооперации — филиал в г. Энгельс;+78453568544;http://engels.ruc.su;engels@rucoop.ru;1090;;Поволжский кооперативный институт (филиал) автономной некоммерческой образовательной организации высшего образования Центросоюза Российской Федерации «Российский университет кооперации»
902;Саха (Якутия) Республика;Якутск;Северо-Восточный федеральный университет им. М.К. Аммосова;+74112352090;http://s-vfu.ru;rector@s-vfu.ru;15216;64.37;Федеральное государственное автономное образовательное учреждение высшего образования «Северо-Восточный федеральный университет имени М.К. Аммосова»
903;Саха (Якутия) Республика;Якутск;Якутская государственная сельскохозяйственная академия;+74112507971;http://ysaa.ru;prof@sakha.ru;2947;62.11;Федеральное государственное бюджетное образовательное учреждение высшего образования «Якутская государственная сельскохозяйственная академия»
904;Саха (Якутия) Республика;Якутск;Арктический государственный институт культуры и искусств;+74112344460;http://agiki.ru;agiki@mail.ru;798;59.27;Федеральное государственное бюджетное образовательное учреждение высшего образования «Арктический государственный институт культуры и искусств»
905;Саха (Якутия) Республика;Якутск;Высшая школа музыки им. В.А. Босикова;+74112316001;http://vschoolmus.ru;vshkolamus@mail.ru;93;78.82;Государственное бюджетное образовательное учреждение высшего образования «Высшая школа музыки Республики Саха (Якутия)  (институт) имени В.А. Босикова»
906;Саха (Якутия) Республика;Якутск;Сибирский государственный университет водного транспорта — филиал в г. Якутск;+74112218482;http://yiwt.ru;Lfngavt@mail.ru;421;47.19;Якутский институт водного транспорта - филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Сибирский государственный университет водного транспорта»
907;Саха (Якутия) Республика;Якутск;Институт деловой карьеры — филиал в г. Якутск;+74112459918;http://academprava.ru/aboutacademy/%D0%A4%D0%B8%D0%BB%D0%B8%D0%B0%D0%BB%D1%8B/%D0%AF%D0%BA%D1%83%D1%82%D1%81%D0%BA%D0%B8%D0%B9-%D1%84%D;migup_apu_yakutsk@mail.ru;407;;Филиал Негосударственного образовательного учреждения высшего профессионального образования «Московский институт государственного управления и права» в Республике Саха (Якутия)
908;Саха (Якутия) Республика;Якутск;Восточно-Сибирский институт экономики и менеджмента;+74112369792;http://vsiem.ru;info@vsiem.ru;466;;Негосударственное образовательное учреждение высшего образования «Восточно-Сибирский институт экономики и менеджмента»
909;Саха (Якутия) Республика;Якутск;Академия труда и социальных отношений — филиал в г. Якутск;+74112360988;http://www.yaepi.ru;solen2004@mail.ru;606;;Якутский экономико-правовой институт (филиал) Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»
910;Саха (Якутия) Республика;Якутск;Якутский гуманитарный институт;;;;11;;Автономная некоммерческая образовательная организация высшего образования «Якутский гуманитарный институт»
911;Саха (Якутия) Республика;Мирный;Северо-Восточный федеральный университет им. М.К. Аммосова — филиал в г. Мирный;+74113635238;http://www.s-vfu.ru/universitet/rukovodstvo-i-struktura/instituty/mpti;aa.goldman@s-vfu.ru;854;49.89;Политехнический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Северо-Восточный федеральный университет имени М.К. Аммосова» в г. Мирном
912;Саха (Якутия) Республика;Нерюнгри;Северо-Восточный федеральный университет им. М.К. Аммосова — филиал в г. Нерюнгри;+74114744983;http://nti.s-vfu.ru;nfygu@neru.sakha.ru;810;56.27;Технический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Северо-Восточный федеральный университет имени М.К. Аммосова» в г. Нерюнгри
913;Саха (Якутия) Республика;Октемцы;Якутская государственная сельскохозяйственная академия — филиал в г. Октемцы;+74114424426;http://ysaa.ru/akademiia/filialy/oktemskii-filial/oktemskii-filial;oktemacad@rambler.ru;365;76;Октёмский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Якутская государственная сельскохозяйственная академия»
914;Саха (Якутия) Республика;Чурапча;Чурапчинский государственный институт физической культуры и спорта;+74115143200;http://www.chgifkis.ru;rector@chgifkis.ru;723;69.94;Федеральное государственное бюджетное образовательное учреждение высшего образования «Чурапчинский государственный институт физической культуры и спорта»
915;Сахалинская область;Южно-Сахалинск;Сахалинский государственный университет;+74242452301;http://www.sakhgu.ru;info@sakhgu.ru;4026;57.77;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сахалинский государственный университет»
916;Сахалинская область;Южно-Сахалинск;Дальневосточный государственный университет путей сообщения — филиал в г. Южно-Сахалинск;+74242729670;http://new.dvgups-sakh.ru;sahizt@festu.khv.ru;1923;60.24;Сахалинский институт железнодорожного транспорта – филиал федерального государственного бюджетного образовательного учреждения высшего образования «Дальневосточный государственный университет путей сообщения» в г. Южно-Сахалинске
917;Свердловская область;Екатеринбург;Уральский федеральный университет им. Б.Н. Ельцина;+78001005044;http://urfu.ru;rector@urfu.ru;33458;75.65;Федеральное государственное автономное образовательное учреждение высшего образования «Уральский федеральный университет имени первого Президента России Б.Н. Ельцина»
918;Свердловская область;Екатеринбург;Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Екатеринбург;+73432572005;http://ui.ranepa.ru;priem@ui.ranepa.ru;2473;82.16;Уральский институт управления - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»
919;Свердловская область;Екатеринбург;Уральский государственный аграрный университет;+73433713363;http://urgau.ru;rector.urgau@yandex.ru;4612;64.25;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный аграрный университет»
920;Свердловская область;Екатеринбург;Уральский государственный архитектурно-художественный университет;+73433713369;http://usaaa.ru;rector@usaaa.ru;1983;79.69;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный архитектурно-художественный университет»
921;Свердловская область;Екатеринбург;Уральская государственная консерватория им. М.П. Мусоргского;+73433712180;http://uralconsv.org;mail@uralconsv.org;491;69.32;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральская государственная консерватория имени М.П. Мусоргского»
922;Свердловская область;Екатеринбург;Уральский государственный юридический университет;+73433744363;http://usla.ru;kanc@usla.ru;7964;86.8;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный юридический университет»
923;Свердловская область;Екатеринбург;Гуманитарный университет;+73433055075;http://gu-ural.ru;lau@r66.ru;1510;70.8;Автономная некоммерческая организация высшего образования «Гуманитарный университет»
924;Свердловская область;Екатеринбург;Уральский государственный медицинский университет;+73432148652;http://usma.ru;usma@usma.ru;4801;82.02;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации
925;Свердловская область;Екатеринбург;Уральский государственный лесотехнический университет;+73432546506;http://www.usfeu.ru;rector@usfeu.ru;4838;55.03;Федеральное государственное бюджетное  образовательное учреждение высшего образования «Уральский государственный лесотехнический университет»
926;Свердловская область;Екатеринбург;Уральский государственный экономический университет;+73432579140;http://www.usue.ru;usue@usue.ru;15375;75.91;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный экономический университет»
927;Свердловская область;Екатеринбург;Уральский государственный педагогический университет;+73432357614;http://uspu.ru;uspu@uspu.me;9658;72.82;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный педагогический университет»
928;Свердловская область;Екатеринбург;Екатеринбургский государственный театральный институт;+73433717645;http://www.egti.ru;r_egti@mail.ru;518;67.7;Федеральное государственное бюджетное  образовательное учреждение высшего образования «Екатеринбургский государственный театральный институт»
929;Свердловская область;Екатеринбург;Уральский институт фондового рынка;+73432616098;http://uifr.ru;info@uifr.ru;455;;Автономная некоммерческая организация высшего образования Уральский институт фондового рынка
930;Свердловская область;Екатеринбург;Сибирский государственный университет телекоммуникаций и информатики — филиал в г. Екатеринбург;+73432323902;http://www.uisi.ru;adm@uisi.ru;801;66;Уральский технический институт связи и информатики (филиал) федерального государственного бюджетного образовательного  учреждения высшего образования «Сибирский государственный университет телекоммуникаций и информатики» в г. Екатеринбурге
931;Свердловская область;Екатеринбург;Уральский государственный университет физической культуры — филиал в г. Екатеринбург;+73432346341;http://www.sport-ural.ru;sport-ural@mail.ru;725;59.36;Екатеринбургский институт физической культуры (филиал) Федерального государственного бюджетного образовательного учреждения высшего образования «Уральский государственный университет физической культуры»
932;Свердловская область;Екатеринбург;Екатеринбургская академия современного искусства;+73433467632;http://xn--80ajk9a.xn--80acgfbsl1azdqr.xn--p1ai;info@eaca.ru;291;66.11;Муниципальное бюджетное образовательное учреждение высшего образования «Екатеринбургская академия современного искусства» (институт)
933;Свердловская область;Екатеринбург;Уральский государственный университет путей сообщения;+73432212444;http://www.usurt.ru;rector@usurt.ru;8828;59.02;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный университет путей сообщения»
934;Свердловская область;Екатеринбург;Уральский государственный горный университет;+73432572547;http://www.ursmu.ru;office@ursmu.ru;8471;59.6;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный горный университет»
935;Свердловская область;Екатеринбург;Уральский институт экономики, управления и права;+73432613007;http://www.urep.ru;root@urep.ru;42;;Негосударственное аккредитованное частное образовательное учреждение высшего образования «Уральский институт экономики, управления и права»
936;Свердловская область;Екатеринбург;Российский государственный профессионально-педагогический университет;+73433384447;http://www.rsvpu.ru;mail@rsvpu.ru;7296;71.86;Федеральное государственное автономное образовательное учреждение высшего образования «Российский государственный профессионально-педагогический университет»
937;Свердловская область;Екатеринбург;Уральский юридический институт МВД РФ;+73433790930;http://xn--h1api9b.xn--b1aew.xn--p1ai;ural-yui@mvd.ru;;;Федеральное государственное казенное образовательное учреждение высшего образования «Уральский юридический институт Министерства внутренних дел Российской Федерации»
938;Свердловская область;Екатеринбург;Уральский институт Государственной противопожарной службы МЧС РФ;+73433608074;http://uigps.ru;uigps@uigps.ru;3076;;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский институт Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»
939;Свердловская область;Екатеринбург;Институт международных связей;+73432105607;http://www.ims-ural.ru;inbox@ims-ural.ru;247;;Частное образовательное учреждение высшего образования «Институт международных связей»
940;Свердловская область;Екатеринбург;Институт ФСБ РФ;;;;;;Федеральное государственное казенное образовательное учреждение высшего образования «Институт Федеральной службы безопасности Российской Федерации (г. Екатеринбург)»
941;Свердловская область;Верхняя Пышма;Технический университет УГМК;+73436878300;http://www.eduugmk.com;University@tu-ugmk.com;616;65.33;Негосударственное частное образовательное учреждение высшего образования «Технический университет УГМК»
942;Свердловская область;Верхняя Салда;Уральский федеральный университет им. Б.Н. Ельцина — филиал в г. Верхняя Салда;+73434520360;http://vsalda.urfu.ru;filial.vsalda@urfu.ru;216;65.7;Филиал федерального государственного автономного образовательного учреждения высшего образования «Уральский федеральный университет имени первого Президента России Б.Н. Ельцина» в г. Верхняя Салда
943;Свердловская область;Краснотурьинск;Уральский федеральный университет им. Б.Н. Ельцина — филиал в г. Краснотурьинск;+73438434089;http://www.ugtu.krasnoturinsk.org;kr_ugtu@mail.ru;8;;Филиал федерального государственного автономного образовательного учреждения высшего образования «Уральский федеральный университет имени первого Президента России Б.Н. Ельцина» в г. Краснотурьинске
944;Свердловская область;Лесной;Национальный исследовательский ядерный университет «МИФИ» — филиал в г. Лесной;+73434247057;http://www.mephi3.ru;til@mephi.ru;334;62.66;Технологический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский ядерный университет «МИФИ»
945;Свердловская область;Нижний Тагил;Уральский федеральный университет им. Б.Н. Ельцина — филиал в г. Нижний Тагил;+73435256500;http://nti.urfu.ru;nti@urfu.ru;868;60.96;Нижнетагильский технологический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Уральский федеральный университет имени первого Президента России Б.Н. Ельцина»
946;Свердловская область;Новоуральск;Национальный исследовательский ядерный университет «МИФИ» — филиал в г. Новоуральск;+73437094951;http://www.nsti.ru;secretary@nsti.ru;295;65.78;Новоуральский технологический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский ядерный университет «МИФИ»
