Column1;Регион;Город;Вуз;Номер;Сайт;Почта;Студенты;Средний балл;Общая информация;Адрес;Url;Url_With_Coordinates;lat;long
891;Саратовская область;Саратов;Саратовский государственный аграрный университет им. Н.И. Вавилова;78452233292;http://www.sgau.ru;rector@sgau.ru;8540;58.25;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный аграрный университет имени Н.И. Вавилова»;Саратовская область Саратов Саратовский государственный аграрный университет им. Н.И. Вавилова;https://www.google.com/maps/search/Саратовская область Саратов Саратовский государственный аграрный университет им. Н.И. Вавилова;https://maps.google.com/maps/api/staticmap?center=51.5304785%2C46.0344771&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=HaS1FXXQS-OTwJqnPoSHe-yZ8KM;51.5304785;46.0344771
892;Саратовская область;Саратов;Саратовский государственный медицинский университет им. В.И. Разумовского;78452273370;http://www.sgmu.ru;meduniv@sgmu.ru;6708;80.52;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный медицинский университет имени В.И. Разумовского» Министерства здравоохранения Российской Федерации;Саратовская область Саратов Саратовский государственный медицинский университет им. В.И. Разумовского;https://www.google.com/maps/search/Саратовская область Саратов Саратовский государственный медицинский университет им. В.И. Разумовского;https://maps.google.com/maps/api/staticmap?center=51.5350193%2C45.99512405&zoom=13&size=200x200&markers=51.531565%2C45.9833804%7C51.5384736%2C46.0068677&sensor=false&client=google-maps-frontend&signature=Xed3B2hHkRbIMCTiHiJJAfhUKw4;51.5350193;45.99512405
893;Саратовская область;Саратов;Саратовская государственная юридическая академия;78452299248;http://www.sgap.ru;post@ssla.ru;12481;82.2;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовская государственная юридическая академия»;Саратовская область Саратов Саратовская государственная юридическая академия;https://www.google.com/maps/search/Саратовская область Саратов Саратовская государственная юридическая академия;https://maps.google.com/maps/api/staticmap?center=51.518833%2C46.0201524&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=K1ihRs2DveM2fzTOyNjn9wY5y3E;51.518833;46.0201524
894;Саратовская область;Саратов;Всероссийский государственный университет юстиции — филиал в г. Саратов;78452574744;http://saratov2.rpa-mu.ru;sarrpa@rambler.ru;517;75;Поволжский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)» в г. Саратове;Саратовская область Саратов Всероссийский государственный университет юстиции — филиал в г. Саратов;https://www.google.com/maps/search/Саратовская область Саратов Всероссийский государственный университет юстиции — филиал в г. Саратов;https://maps.google.com/maps/api/staticmap?center=51.53002145%2C46.01163705&zoom=12&size=200x200&markers=51.5354143%2C46.0384735%7C51.5354383%2C46.0384539%7C51.518833%2C46.0201524%7C51.5386817%2C46.0102438%7C51.5304785%2C46.0344771%7C51.5226929%2C46.0298919%7C51.531565%2C45.9833804%7C51.5349769%2C46.0353397%7C51.5392496%2C46.0398937%7C51.5412099%2C46.0025466&sensor=false&client=google-maps-frontend&signature=lKTmTGIoE6YpTcA4CJDv58zQkao;51.53002145;46.01163705
895;Саратовская область;Саратов;Саратовский военный институт войск национальной гвардии РФ;78452670551;http://svivng.ru;info@svivv.ru;;;Федеральное государственное казенное военное образовательное учреждение высшего образования «Саратовский военный ордена Жукова Краснознаменный институт войск национальной гвардии Российской Федерации»;Саратовская область Саратов Саратовский военный институт войск национальной гвардии РФ;https://www.google.com/maps/search/Саратовская область Саратов Саратовский военный институт войск национальной гвардии РФ;https://maps.google.com/maps/api/staticmap?center=51.5402879%2C46.0089399&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=JTh5UpvXQ2ZZdmmWsgzCz55Rj3A;51.5402879;46.0089399
896;Саратовская область;Балаково;Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Балаково;78453441371;http://blk.ranepa.ru;inf.ranhigs.bf@gmail.com;1104;;Балаковский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»;Саратовская область Балаково Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Балаково;https://www.google.com/maps/search/Саратовская область Балаково Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Балаково;https://maps.google.com/maps/api/staticmap?center=52.0323733%2C47.7729308&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=7twl3TIdI5xKNGZVe6mkd9XYKlw;52.0323733;47.7729308
897;Саратовская область;Балаково;Саратовская государственная юридическая академия — филиал в г. Балаково;78453444049;http://www.balakovo.sgap.ru;sgap-balakovo@list.ru;413;71.7;Балаковский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Саратовская государственная юридическая академия»;Саратовская область Балаково Саратовская государственная юридическая академия — филиал в г. Балаково;https://www.google.com/maps/search/Саратовская область Балаково Саратовская государственная юридическая академия — филиал в г. Балаково;https://maps.google.com/maps/api/staticmap?center=52.0394052%2C47.7740679&zoom=13&size=200x200&markers=52.0461839%2C47.775205%7C52.0464371%2C47.7750344%7C52.0323733%2C47.7729308&sensor=false&client=google-maps-frontend&signature=GTKrGYt7eTCkslzuUIpD5Hpp2g4;52.0394052;47.7740679
898;Саратовская область;Балашов;Саратовский государственный университет им. Н.Г. Чернышевского — филиал в г. Балашов;78454540496;http://www.sgu.ru/structure/bisgu;mail@bfsgu.ru;1660;63.55;Балашовский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Саратовский национальный исследовательский государственный университет имени Н.Г. Чернышевского»;Саратовская область Балашов Саратовский государственный университет им. Н.Г. Чернышевского — филиал в г. Балашов;https://www.google.com/maps/search/Саратовская область Балашов Саратовский государственный университет им. Н.Г. Чернышевского — филиал в г. Балашов;https://maps.google.com/maps/api/staticmap?center=51.5541883%2C43.1472589&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=MLRqQANq792ZLgpFcOyUfiVRubw;51.5541883;43.1472589
899;Саратовская область;Вольск;Военная академия материально-технического обеспечения им. А.В. Хрулева — филиал в г. Вольск;78459371113;http://vamto.net/filials/VFVAMTO/;vatt-v@mil.ru;;;Филиал федерального государственного казенного военного образовательного учреждения высшего образования «Военная академия материально-технического обеспечения имени генерала армии А.В.Хрулева» Министерства обороны Российской Федерации в г. Вольске;Саратовская область Вольск Военная академия материально-технического обеспечения им. А.В. Хрулева — филиал в г. Вольск;https://www.google.com/maps/search/Саратовская область Вольск Военная академия материально-технического обеспечения им. А.В. Хрулева — филиал в г. Вольск;https://maps.google.com/maps/api/staticmap?center=52.0556853%2C47.3863829&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=z3rApjXh7F_XfHZxc7RYevc-ChY;52.0556853;47.3863829
900;Саратовская область;Энгельс;Саратовский государственный технический университет им. Ю.А. Гагарина — филиал в г. Энгельс;78453953553;http://techn.sstu.ru;eti@techn.sstu.ru;914;60;Энгельсский технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Саратовский государственный технический университет имени Гагарина Ю.А.»;Саратовская область Энгельс Саратовский государственный технический университет им. Ю.А. Гагарина — филиал в г. Энгельс;https://www.google.com/maps/search/Саратовская область Энгельс Саратовский государственный технический университет им. Ю.А. Гагарина — филиал в г. Энгельс;https://maps.google.com/maps/api/staticmap?center=51.5128532%2C46.05091125&zoom=11&size=200x200&markers=51.4959605%2C46.1239443%7C51.5297459%2C45.9778782&sensor=false&client=google-maps-frontend&signature=1qsnYT5tQKPsP2p0tfuRjfSNvfY;51.5128532;46.05091125
901;Саратовская область;Энгельс;Российский университет кооперации — филиал в г. Энгельс;78453568544;http://engels.ruc.su;engels@rucoop.ru;1090;;Поволжский кооперативный институт (филиал) автономной некоммерческой образовательной организации высшего образования Центросоюза Российской Федерации «Российский университет кооперации»;Саратовская область Энгельс Российский университет кооперации — филиал в г. Энгельс;https://www.google.com/maps/search/Саратовская область Энгельс Российский университет кооперации — филиал в г. Энгельс;https://maps.google.com/maps/api/staticmap?center=51.4980667%2C46.1300979&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=GJZkmjRpZlJiBr4FZqqjOxyLvfM;51.4980667;46.1300979
902;Республика Саха (Якутия);Якутск;Северо-Восточный федеральный университет им. М.К. Аммосова;74112352090;http://s-vfu.ru;rector@s-vfu.ru;15216;64.37;Федеральное государственное автономное образовательное учреждение высшего образования «Северо-Восточный федеральный университет имени М.К. Аммосова»;Республика Саха (Якутия) Якутск Северо-Восточный федеральный университет им. М.К. Аммосова;https://www.google.com/maps/search/Республика Саха (Якутия) Якутск Северо-Восточный федеральный университет им. М.К. Аммосова;https://maps.google.com/maps/api/staticmap?center=62.038177%2C129.7223022&zoom=11&size=200x200&markers=62.0199491%2C129.7094689%7C62.0216688%2C129.7105209%7C62.0564049%2C129.7383954%7C62.0211722%2C129.7125903%7C62.0204497%2C129.706209&sensor=false&client=google-maps-frontend&signature=2Fy6T-bUKjWKngay9LNZY6k1BGA;62.038177;129.7223022
903;Республика Саха (Якутия);Якутск;Якутская государственная сельскохозяйственная академия;74112507971;http://ysaa.ru;prof@sakha.ru;2947;62.11;Федеральное государственное бюджетное образовательное учреждение высшего образования «Якутская государственная сельскохозяйственная академия»;Республика Саха (Якутия) Якутск Якутская государственная сельскохозяйственная академия;https://www.google.com/maps/search/Республика Саха (Якутия) Якутск Якутская государственная сельскохозяйственная академия;https://maps.google.com/maps/api/staticmap?center=62.010495%2C129.686655&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=hFWo4uVuY57J8-CKdeuYqnraKio;62.010495;129.686655
904;Республика Саха (Якутия);Якутск;Арктический государственный институт культуры и искусств;74112344460;http://agiki.ru;agiki@mail.ru;798;59.27;Федеральное государственное бюджетное образовательное учреждение высшего образования «Арктический государственный институт культуры и искусств»;Республика Саха (Якутия) Якутск Арктический государственный институт культуры и искусств;https://www.google.com/maps/search/Республика Саха (Якутия) Якутск Арктический государственный институт культуры и искусств;https://maps.google.com/maps/api/staticmap?center=62.0341076%2C129.7402934&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Y30uP9i2l5RNZtSRd5qPb9lo3z0;62.0341076;129.7402934
905;Республика Саха (Якутия);Якутск;Высшая школа музыки им. В.А. Босикова;74112316001;http://vschoolmus.ru;vshkolamus@mail.ru;93;78.82;Государственное бюджетное образовательное учреждение высшего образования «Высшая школа музыки Республики Республика Саха (Якутия)  (институт) имени В.А. Босикова»;Республика Саха (Якутия) Якутск Высшая школа музыки им. В.А. Босикова;https://www.google.com/maps/search/Республика Саха (Якутия) Якутск Высшая школа музыки им. В.А. Босикова;https://maps.google.com/maps/api/staticmap?center=61.9182699%2C129.5482843&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=K2H2mmIOqBeLWejFcqYv5CIs_LU;61.9182699;129.5482843
906;Республика Саха (Якутия);Якутск;Сибирский государственный университет водного транспорта — филиал в г. Якутск;74112218482;http://yiwt.ru;Lfngavt@mail.ru;421;47.19;Якутский институт водного транспорта - филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Сибирский государственный университет водного транспорта»;Республика Саха (Якутия) Якутск Сибирский государственный университет водного транспорта — филиал в г. Якутск;https://www.google.com/maps/search/Республика Саха (Якутия) Якутск Сибирский государственный университет водного транспорта — филиал в г. Якутск;https://maps.google.com/maps/api/staticmap?center=62.0409019%2C129.7545111&zoom=11&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=XyuV4l8zN4f3W4AwaR7ISYT5j4A;62.0409019;129.7545111
907;Республика Саха (Якутия);Якутск;Институт деловой карьеры — филиал в г. Якутск;74112459918;http://academprava.ru/aboutacademy/%D0%A4%D0%B8%D0%BB%D0%B8%D0%B0%D0%BB%D1%8B/%D0%AF%D0%BA%D1%83%D1%82%D1%81%D0%BA%D0%B8%D0%B9-%D1%84%D;migup_apu_yakutsk@mail.ru;407;;Филиал Негосударственного образовательного учреждения высшего профессионального образования «Московский институт государственного управления и права» в Республике Республика Саха (Якутия);Республика Саха (Якутия) Якутск Институт деловой карьеры — филиал в г. Якутск;https://www.google.com/maps/search/Республика Саха (Якутия) Якутск Институт деловой карьеры — филиал в г. Якутск;https://maps.google.com/maps/api/staticmap?center=62.059375%2C129.7467649&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=muL1wivMHynw9wH23d9xKhq_fYA;62.059375;129.7467649
908;Республика Саха (Якутия);Якутск;Восточно-Сибирский институт экономики и менеджмента;74112369792;http://vsiem.ru;info@vsiem.ru;466;;Негосударственное образовательное учреждение высшего образования «Восточно-Сибирский институт экономики и менеджмента»;Республика Саха (Якутия) Якутск Восточно-Сибирский институт экономики и менеджмента;https://www.google.com/maps/search/Республика Саха (Якутия) Якутск Восточно-Сибирский институт экономики и менеджмента;https://maps.google.com/maps/api/staticmap?center=62.039502%2C129.6479555&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=VASXrS7dr1UEfRww6JbMk3Tb830;62.039502;129.6479555
909;Республика Саха (Якутия);Якутск;Академия труда и социальных отношений — филиал в г. Якутск;74112360988;http://www.yaepi.ru;solen2004@mail.ru;606;;Якутский экономико-правовой институт (филиал) Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»;Республика Саха (Якутия) Якутск Академия труда и социальных отношений — филиал в г. Якутск;https://www.google.com/maps/search/Республика Саха (Якутия) Якутск Академия труда и социальных отношений — филиал в г. Якутск;https://maps.google.com/maps/api/staticmap?center=62.016654%2C129.719021&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=SfFB9oS4ZvXlzHCixUWwMSCYaEo;62.016654;129.719021
910;Республика Саха (Якутия);Якутск;Якутский гуманитарный институт;;;;11;;Автономная некоммерческая образовательная организация высшего образования «Якутский гуманитарный институт»;Республика Саха (Якутия) Якутск Якутский гуманитарный институт;https://www.google.com/maps/search/Республика Саха (Якутия) Якутск Якутский гуманитарный институт;https://maps.google.com/maps/api/staticmap?center=62.01571045%2C129.71402145&zoom=15&size=200x200&markers=62.0147657%2C129.708883%7C62.0166552%2C129.7191599&sensor=false&client=google-maps-frontend&signature=sy3cGPFuZBBppMlXYL5lbOrH6bU;62.01571045;129.7140215
911;Республика Саха (Якутия);Мирный;Северо-Восточный федеральный университет им. М.К. Аммосова — филиал в г. Мирный;74113635238;http://www.s-vfu.ru/universitet/rukovodstvo-i-struktura/instituty/mpti;aa.goldman@s-vfu.ru;854;49.89;Политехнический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Северо-Восточный федеральный университет имени М.К. Аммосова» в г. Мирном;Республика Саха (Якутия) Мирный Северо-Восточный федеральный университет им. М.К. Аммосова — филиал в г. Мирный;https://www.google.com/maps/search/Республика Саха (Якутия) Мирный Северо-Восточный федеральный университет им. М.К. Аммосова — филиал в г. Мирный;https://maps.google.com/maps/api/staticmap?center=62.5451191%2C113.9829344&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=QSh4_TuAbiQ8nXi-xzvVPkIGZbM;62.5451191;113.9829344
912;Республика Саха (Якутия);Нерюнгри;Северо-Восточный федеральный университет им. М.К. Аммосова — филиал в г. Нерюнгри;74114744983;http://nti.s-vfu.ru;nfygu@neru.sakha.ru;810;56.27;Технический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Северо-Восточный федеральный университет имени М.К. Аммосова» в г. Нерюнгри;Республика Саха (Якутия) Нерюнгри Северо-Восточный федеральный университет им. М.К. Аммосова — филиал в г. Нерюнгри;https://www.google.com/maps/search/Республика Саха (Якутия) Нерюнгри Северо-Восточный федеральный университет им. М.К. Аммосова — филиал в г. Нерюнгри;https://maps.google.com/maps/api/staticmap?center=56.662178%2C124.7236799&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=FD1lBldqM4z-4NRa2VhE-mpU1vg;56.662178;124.7236799
913;Республика Саха (Якутия);Октемцы;Якутская государственная сельскохозяйственная академия — филиал в г. Октемцы;74114424426;http://ysaa.ru/akademiia/filialy/oktemskii-filial/oktemskii-filial;oktemacad@rambler.ru;365;76;Октёмский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Якутская государственная сельскохозяйственная академия»;Республика Саха (Якутия) Октемцы Якутская государственная сельскохозяйственная академия — филиал в г. Октемцы;https://www.google.com/maps/search/Республика Саха (Якутия) Октемцы Якутская государственная сельскохозяйственная академия — филиал в г. Октемцы;https://maps.google.com/maps/api/staticmap?center=61.6777141%2C129.4292507&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=bgzN0KuVH7MQ6lp5_CC2rz_4Zg0;61.6777141;129.4292507
914;Республика Саха (Якутия);Чурапча;Чурапчинский государственный институт физической культуры и спорта;74115143200;http://www.chgifkis.ru;rector@chgifkis.ru;723;69.94;Федеральное государственное бюджетное образовательное учреждение высшего образования «Чурапчинский государственный институт физической культуры и спорта»;Республика Саха (Якутия) Чурапча Чурапчинский государственный институт физической культуры и спорта;https://www.google.com/maps/search/Республика Саха (Якутия) Чурапча Чурапчинский государственный институт физической культуры и спорта;https://maps.google.com/maps/api/staticmap?center=62.0123967%2C132.4733473&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=OyX6zEp3Pq9d1w1sB2BRql2GX28;62.0123967;132.4733473
915;Сахалинская область;Южно-Сахалинск;Сахалинский государственный университет;74242452301;http://www.sakhgu.ru;info@sakhgu.ru;4026;57.77;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сахалинский государственный университет»;Сахалинская область Южно-Сахалинск Сахалинский государственный университет;https://www.google.com/maps/search/Сахалинская область Южно-Сахалинск Сахалинский государственный университет;https://maps.google.com/maps/api/staticmap?center=46.9580322%2C142.7396261&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=51JCd9Fpx6dLdAfzeIMFoCJpAk0;46.9580322;142.7396261
916;Сахалинская область;Южно-Сахалинск;Дальневосточный государственный университет путей сообщения — филиал в г. Южно-Сахалинск;74242729670;http://new.dvgups-sakh.ru;sahizt@festu.khv.ru;1923;60.24;Сахалинский институт железнодорожного транспорта – филиал федерального государственного бюджетного образовательного учреждения высшего образования «Дальневосточный государственный университет путей сообщения» в г. Южно-Сахалинске;Сахалинская область Южно-Сахалинск Дальневосточный государственный университет путей сообщения — филиал в г. Южно-Сахалинск;https://www.google.com/maps/search/Сахалинская область Южно-Сахалинск Дальневосточный государственный университет путей сообщения — филиал в г. Южно-Сахалинск;https://maps.google.com/maps/api/staticmap?center=46.9519115%2C142.7430777&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=8ZDgGqZQJmJKuzOMXdWaRcwpu_A;46.9519115;142.7430777
917;Свердловская область;Екатеринбург;Уральский федеральный университет им. Б.Н. Ельцина;78001005044;http://urfu.ru;rector@urfu.ru;33458;75.65;Федеральное государственное автономное образовательное учреждение высшего образования «Уральский федеральный университет имени первого Президента России Б.Н. Ельцина»;Свердловская область Екатеринбург Уральский федеральный университет им. Б.Н. Ельцина;https://www.google.com/maps/search/Свердловская область Екатеринбург Уральский федеральный университет им. Б.Н. Ельцина;https://maps.google.com/maps/api/staticmap?center=56.83994915%2C60.62433335&zoom=12&size=200x200&markers=56.8403246%2C60.6160252%7C56.8425413%2C60.6516374%7C56.8423033%2C60.6584457%7C56.8421514%2C60.6491336%7C56.837357%2C60.590221%7C56.840843%2C60.6507781&sensor=false&client=google-maps-frontend&signature=Cz-b2esv0cBIXZLJaAWlH8UZ2Rk;56.83994915;60.62433335
918;Свердловская область;Екатеринбург;Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Екатеринбург;73432572005;http://ui.ranepa.ru;priem@ui.ranepa.ru;2473;82.16;Уральский институт управления - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»;Свердловская область Екатеринбург Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Екатеринбург;https://www.google.com/maps/search/Свердловская область Екатеринбург Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Екатеринбург;https://maps.google.com/maps/api/staticmap?center=56.8229602%2C60.6034827&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=fKTbjqtEQCw-izeyZrvOxuM9w9Y;56.8229602;60.6034827
919;Свердловская область;Екатеринбург;Уральский государственный аграрный университет;73433713363;http://urgau.ru;rector.urgau@yandex.ru;4612;64.25;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный аграрный университет»;Свердловская область Екатеринбург Уральский государственный аграрный университет;https://www.google.com/maps/search/Свердловская область Екатеринбург Уральский государственный аграрный университет;https://maps.google.com/maps/api/staticmap?center=56.843694%2C60.610605&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=79PU7Xxa6kRwvGAakrSF8ceDiMI;56.843694;60.610605
920;Свердловская область;Екатеринбург;Уральский государственный архитектурно-художественный университет;73433713369;http://usaaa.ru;rector@usaaa.ru;1983;79.69;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный архитектурно-художественный университет»;Свердловская область Екатеринбург Уральский государственный архитектурно-художественный университет;https://www.google.com/maps/search/Свердловская область Екатеринбург Уральский государственный архитектурно-художественный университет;https://maps.google.com/maps/api/staticmap?center=56.840284%2C60.6102&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=SgAvfcuZaxz0TW2TwiVSOi3IhBs;56.840284;60.6102
921;Свердловская область;Екатеринбург;Уральская государственная консерватория им. М.П. Мусоргского;73433712180;http://uralconsv.org;mail@uralconsv.org;491;69.32;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральская государственная консерватория имени М.П. Мусоргского»;Свердловская область Екатеринбург Уральская государственная консерватория им. М.П. Мусоргского;https://www.google.com/maps/search/Свердловская область Екатеринбург Уральская государственная консерватория им. М.П. Мусоргского;https://maps.google.com/maps/api/staticmap?center=56.82330555%2C60.6013796&zoom=12&size=200x200&markers=56.8092025%2C60.6066933%7C56.837213%2C60.5998991%7C56.83385%2C60.5960659%7C56.8374086%2C60.5997911&sensor=false&client=google-maps-frontend&signature=BxrPnlKXKGt0nV2flgsUmZXP318;56.82330555;60.6013796
922;Свердловская область;Екатеринбург;Уральский государственный юридический университет;73433744363;http://usla.ru;kanc@usla.ru;7964;86.8;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный юридический университет»;Свердловская область Екатеринбург Уральский государственный юридический университет;https://www.google.com/maps/search/Свердловская область Екатеринбург Уральский государственный юридический университет;https://maps.google.com/maps/api/staticmap?center=56.8506434%2C60.6572468&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=hKM1dhiwcSMXoBdlVRJYKkB86x8;56.8506434;60.6572468
923;Свердловская область;Екатеринбург;Гуманитарный университет;73433055075;http://gu-ural.ru;lau@r66.ru;1510;70.8;Автономная некоммерческая организация высшего образования «Гуманитарный университет»;Свердловская область Екатеринбург Гуманитарный университет;https://www.google.com/maps/search/Свердловская область Екатеринбург Гуманитарный университет;https://maps.google.com/maps/api/staticmap?center=56.83754565%2C60.630568&zoom=11&size=200x200&markers=56.848386%2C60.662832%7C56.813502%2C60.598304%7C56.8615893%2C60.6189856&sensor=false&client=google-maps-frontend&signature=f7ZCQoy2NMcQiaRuU5wGMj47YVA;56.83754565;60.630568
924;Свердловская область;Екатеринбург;Уральский государственный медицинский университет;73432148652;http://usma.ru;usma@usma.ru;4801;82.02;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации;Свердловская область Екатеринбург Уральский государственный медицинский университет;https://www.google.com/maps/search/Свердловская область Екатеринбург Уральский государственный медицинский университет;https://maps.google.com/maps/api/staticmap?center=56.8327968%2C60.5764702&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=bhTRQCkLh11jsVtEYQpqI6_tijo;56.8327968;60.5764702
925;Свердловская область;Екатеринбург;Уральский государственный лесотехнический университет;73432546506;http://www.usfeu.ru;rector@usfeu.ru;4838;55.03;Федеральное государственное бюджетное  образовательное учреждение высшего образования «Уральский государственный лесотехнический университет»;Свердловская область Екатеринбург Уральский государственный лесотехнический университет;https://www.google.com/maps/search/Свердловская область Екатеринбург Уральский государственный лесотехнический университет;https://maps.google.com/maps/api/staticmap?center=56.8218026%2C60.6629576&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=6kZp9t3EP3KYe1a5_mAD66TRD7Q;56.8218026;60.6629576
926;Свердловская область;Екатеринбург;Уральский государственный экономический университет;73432579140;http://www.usue.ru;usue@usue.ru;15375;75.91;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный экономический университет»;Свердловская область Екатеринбург Уральский государственный экономический университет;https://www.google.com/maps/search/Свердловская область Екатеринбург Уральский государственный экономический университет;https://maps.google.com/maps/api/staticmap?center=56.8257173%2C60.6019863&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=sfbnfCuduXPSF0jg2raqwkU5B-I;56.8257173;60.6019863
927;Свердловская область;Екатеринбург;Уральский государственный педагогический университет;73432357614;http://uspu.ru;uspu@uspu.me;9658;72.82;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный педагогический университет»;Свердловская область Екатеринбург Уральский государственный педагогический университет;https://www.google.com/maps/search/Свердловская область Екатеринбург Уральский государственный педагогический университет;https://maps.google.com/maps/api/staticmap?center=56.8581711%2C60.5916686&zoom=11&size=200x200&markers=56.8803602%2C60.6147643%7C56.8375263%2C60.6109658%7C56.835982%2C60.5685729&sensor=false&client=google-maps-frontend&signature=U2Hd0wYj3CtM_4y8lfM4sDZs-5M;56.8581711;60.5916686
928;Свердловская область;Екатеринбург;Екатеринбургский государственный театральный институт;73433717645;http://www.egti.ru;r_egti@mail.ru;518;67.7;Федеральное государственное бюджетное  образовательное учреждение высшего образования «Екатеринбургский государственный театральный институт»;Свердловская область Екатеринбург Екатеринбургский государственный театральный институт;https://www.google.com/maps/search/Свердловская область Екатеринбург Екатеринбургский государственный театральный институт;https://maps.google.com/maps/api/staticmap?center=56.838955%2C60.59364&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=DujiwpABJUNY5zODDDkiw4XkLco;56.838955;60.59364
